refinement_iterations,use_feedback,small_object_threshold,large_object_threshold,small_kernel_size,medium_kernel_size,large_kernel_size,mean_dice,median_dice,min_dice,max_dice,std_dice,processing_time,samples_per_second,class_2_dice,class_3_dice,config
2,True,0.005,0.25,3,5,7,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5389862060546875,25.99113614055265,0.4801478006320302,0.5107925050613958,combo_20
2,True,0.005,0.25,5,3,5,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5388901233673096,25.992758932310473,0.4827392047489914,0.5195077762192807,combo_21
2,True,0.005,0.25,5,3,7,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5389013290405273,25.992569663279944,0.4827392047489914,0.5195077762192807,combo_22
2,True,0.005,0.25,5,5,5,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5389647483825684,25.991498533049228,0.4801478006320302,0.5107925050613958,combo_23
2,True,0.005,0.25,5,5,7,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5389511585235596,25.991728053523957,0.4801478006320302,0.5107925050613958,combo_24
2,True,0.01,0.15,3,3,5,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5388257503509521,25.993846275887574,0.4856923118855274,0.509747296060014,combo_25
2,True,0.01,0.15,3,3,7,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5389177799224854,25.992291805228724,0.4856923118855274,0.509747296060014,combo_26
2,True,0.01,0.15,3,5,5,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5489320755004883,25.824244092224166,0.48378560749333277,0.4990793874452796,combo_27
2,True,0.01,0.15,3,5,7,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5402717590332031,25.969443226763552,0.48378560749333277,0.4990793874452796,combo_28
2,True,0.01,0.15,5,3,5,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.5388338565826416,25.993709346134235,0.48719135073069086,0.5108866407605654,combo_29
2,True,0.01,0.15,5,3,7,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.538884162902832,25.99285960844973,0.48719135073069086,0.5108866407605654,combo_30
2,True,0.01,0.15,5,5,5,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5422253608703613,25.936546638959324,0.4852846463384962,0.49994403130857323,combo_31
2,True,0.01,0.15,5,5,7,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5956120491027832,25.068750278297347,0.4852846463384962,0.49994403130857323,combo_32
2,True,0.01,0.2,3,3,5,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5430514812469482,25.92266070583451,0.4856923118855274,0.509747296060014,combo_33
2,True,0.01,0.2,3,3,7,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5379528999328613,26.008598834038533,0.4856923118855274,0.509747296060014,combo_34
2,True,0.01,0.2,3,5,5,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5389807224273682,25.99122875100717,0.48378560749333277,0.4990793874452796,combo_35
2,True,0.01,0.2,3,5,7,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.548898696899414,25.824800601919296,0.48378560749333277,0.4990793874452796,combo_36
2,True,0.01,0.2,5,3,5,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.5389370918273926,25.991965631618168,0.48719135073069086,0.5108866407605654,combo_37
2,True,0.01,0.2,5,3,7,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.538888692855835,25.99278309451277,0.48719135073069086,0.5108866407605654,combo_38
2,True,0.01,0.2,5,5,5,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5389630794525146,25.991526719555857,0.4852846463384962,0.49994403130857323,combo_39
2,True,0.01,0.2,5,5,7,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5389811992645264,25.991220697897973,0.4852846463384962,0.49994403130857323,combo_40
2,True,0.01,0.25,3,3,5,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5450856685638428,25.888532146686728,0.4856923118855274,0.509747296060014,combo_41
2,True,0.01,0.25,3,3,7,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5402066707611084,25.970540680903298,0.4856923118855274,0.509747296060014,combo_42
2,True,0.01,0.25,3,5,5,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.548874855041504,25.82519812352958,0.48378560749333277,0.4990793874452796,combo_43
2,True,0.01,0.25,3,5,7,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5489068031311035,25.824665447359582,0.48378560749333277,0.4990793874452796,combo_44
2,True,0.01,0.25,5,3,5,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.5488810539245605,25.825094766733606,0.48719135073069086,0.5108866407605654,combo_45
2,True,0.01,0.25,5,3,7,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.5489444732666016,25.824037394731885,0.48719135073069086,0.5108866407605654,combo_46
2,True,0.01,0.25,5,5,5,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5489051342010498,25.8246932731827,0.4852846463384962,0.49994403130857323,combo_47
2,True,0.01,0.25,5,5,7,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5488917827606201,25.82491588192638,0.4852846463384962,0.49994403130857323,combo_48
2,True,0.02,0.15,3,3,5,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.548903465270996,25.824721099065783,0.4985066655712179,0.5025004250538069,combo_49
2,True,0.02,0.15,3,3,7,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.5489294528961182,25.824287817117696,0.4985066655712179,0.5025004250538069,combo_50
2,True,0.02,0.15,3,5,5,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.5489091873168945,25.82462569628772,0.49441660709390617,0.5031869008717564,combo_51
2,True,0.02,0.15,3,5,7,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.5489439964294434,25.824045344574248,0.49441660709390617,0.5031869008717564,combo_52
2,True,0.02,0.15,5,3,5,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.548910140991211,25.824609795893238,0.49218655674234324,0.48704958921236996,combo_53
2,True,0.02,0.15,5,3,7,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5499670505523682,25.80700021058192,0.49218655674234324,0.48704958921236996,combo_54
2,True,0.02,0.15,5,5,5,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.544118881225586,25.90474119988191,0.4861874556751783,0.48065963017912533,combo_55
2,True,0.02,0.15,5,5,7,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.5589666366577148,25.658021832818967,0.4861874556751783,0.48065963017912533,combo_56
2,True,0.02,0.2,3,3,5,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.5488591194152832,25.82546049449648,0.4985066655712179,0.5025004250538069,combo_57
2,True,0.02,0.2,3,3,7,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.5489399433135986,25.82411291843198,0.4985066655712179,0.5025004250538069,combo_58
2,True,0.02,0.2,3,5,5,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.548901081085205,25.82476085043135,0.49441660709390617,0.5031869008717564,combo_59
2,True,0.02,0.2,3,5,7,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.5689241886138916,25.49517707120003,0.49441660709390617,0.5031869008717564,combo_60
2,True,0.02,0.2,5,3,5,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.538994550704956,25.99099521286641,0.49218655674234324,0.48704958921236996,combo_61
2,True,0.02,0.2,5,3,7,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5456023216247559,25.8798783104515,0.49218655674234324,0.48704958921236996,combo_62
2,True,0.02,0.2,5,5,5,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.552116870880127,25.7712552130936,0.4861874556751783,0.48065963017912533,combo_63
2,True,0.02,0.2,5,5,7,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.5389313697814941,25.99206227479749,0.4861874556751783,0.48065963017912533,combo_64
2,True,0.02,0.25,3,3,5,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.5456922054290771,25.87837336534681,0.4985066655712179,0.5025004250538069,combo_65
2,True,0.02,0.25,3,3,7,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.548891305923462,25.824923832309633,0.4985066655712179,0.5025004250538069,combo_66
2,True,0.02,0.25,3,5,5,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.648871660232544,24.259013581662696,0.49441660709390617,0.5031869008717564,combo_67
2,True,0.02,0.25,3,5,7,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.5489614009857178,25.823755178499002,0.49441660709390617,0.5031869008717564,combo_68
2,True,0.02,0.25,5,3,5,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5388808250427246,25.992915987428372,0.49218655674234324,0.48704958921236996,combo_69
2,True,0.02,0.25,5,3,7,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5389792919158936,25.991252910364718,0.49218655674234324,0.48704958921236996,combo_70
2,True,0.02,0.25,5,5,5,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.5488755702972412,25.82518619770321,0.4861874556751783,0.48065963017912533,combo_71
2,True,0.02,0.25,5,5,7,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.556145191192627,25.70454236943281,0.4861874556751783,0.48065963017912533,combo_72
2,False,0.005,0.15,3,3,5,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5111589431762695,26.469750373130797,0.4827392047489914,0.5195077762192807,combo_73
2,False,0.005,0.15,3,3,7,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5257713794708252,26.216247426185813,0.4827392047489914,0.5195077762192807,combo_74
2,False,0.005,0.15,3,5,5,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.518921136856079,26.334481119140605,0.4801478006320302,0.5107925050613958,combo_75
2,False,0.005,0.15,3,5,7,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5189249515533447,26.334414981525963,0.4801478006320302,0.5107925050613958,combo_76
2,False,0.005,0.15,5,3,5,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5189309120178223,26.334311642168135,0.4827392047489914,0.5195077762192807,combo_77
2,False,0.005,0.15,5,3,7,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5289483070373535,26.161773956575477,0.4827392047489914,0.5195077762192807,combo_78
2,False,0.005,0.15,5,5,5,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5322141647338867,26.106011105142834,0.4801478006320302,0.5107925050613958,combo_79
2,False,0.005,0.15,5,5,7,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5256118774414062,26.218988322956516,0.4801478006320302,0.5107925050613958,combo_80
2,False,0.005,0.2,3,3,5,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5234344005584717,26.256463675322355,0.4827392047489914,0.5195077762192807,combo_81
2,False,0.005,0.2,3,3,7,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5288763046264648,26.16300604500035,0.4827392047489914,0.5195077762192807,combo_82
2,False,0.005,0.2,3,5,5,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.525742769241333,26.21673902468486,0.4801478006320302,0.5107925050613958,combo_83
2,False,0.005,0.2,3,5,7,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5221707820892334,26.278260278454812,0.4801478006320302,0.5107925050613958,combo_84
2,False,0.005,0.2,5,3,5,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5289015769958496,26.162573576905,0.4827392047489914,0.5195077762192807,combo_85
2,False,0.005,0.2,5,3,7,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5356669425964355,26.047314616520836,0.4827392047489914,0.5195077762192807,combo_86
2,False,0.005,0.2,5,5,5,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5321886539459229,26.106445767618744,0.4801478006320302,0.5107925050613958,combo_87
2,False,0.005,0.2,5,5,7,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5456945896148682,25.87833344876142,0.4801478006320302,0.5107925050613958,combo_88
2,False,0.005,0.25,3,3,5,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.548933744430542,25.824216267369014,0.4827392047489914,0.5195077762192807,combo_89
2,False,0.005,0.25,3,3,7,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5188663005828857,26.335431884063432,0.4827392047489914,0.5195077762192807,combo_90
2,False,0.005,0.25,3,5,5,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5201520919799805,26.313156565735778,0.4801478006320302,0.5107925050613958,combo_91
2,False,0.005,0.25,3,5,7,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5222508907318115,26.276877381737172,0.4801478006320302,0.5107925050613958,combo_92
2,False,0.005,0.25,5,3,5,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5256149768829346,26.218935056423042,0.4827392047489914,0.5195077762192807,combo_93
2,False,0.005,0.25,5,3,7,0.5011234904841361,0.662335284489694,0.0,0.9331456720619282,0.37993981708901653,1.5221993923187256,26.277766370060803,0.4827392047489914,0.5195077762192807,combo_94
2,False,0.005,0.25,5,5,5,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5388617515563965,25.993238157712486,0.4801478006320302,0.5107925050613958,combo_95
2,False,0.005,0.25,5,5,7,0.495470152846713,0.6440706256119386,0.0,0.9251497005988024,0.3768213568792218,1.5256667137145996,26.218045947014506,0.4801478006320302,0.5107925050613958,combo_96
2,False,0.01,0.15,3,3,5,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5290005207061768,26.160880561064683,0.4856923118855274,0.509747296060014,combo_97
2,False,0.01,0.15,3,3,7,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.528876781463623,26.162997885092633,0.4856923118855274,0.509747296060014,combo_98
2,False,0.01,0.15,3,5,5,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5221965312957764,26.27781576006472,0.48378560749333277,0.4990793874452796,combo_99
2,False,0.01,0.15,3,5,7,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5321917533874512,26.10639295738661,0.48378560749333277,0.4990793874452796,combo_100
2,False,0.01,0.15,5,3,5,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.540949821472168,25.95801592149538,0.48719135073069086,0.5108866407605654,combo_101
2,False,0.01,0.15,5,3,7,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.5256445407867432,26.21842698651996,0.48719135073069086,0.5108866407605654,combo_102
2,False,0.01,0.15,5,5,5,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5222864151000977,26.276264179477558,0.4852846463384962,0.49994403130857323,combo_103
2,False,0.01,0.15,5,5,7,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5388078689575195,25.99414833191514,0.4852846463384962,0.49994403130857323,combo_104
2,False,0.01,0.2,3,3,5,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5291564464569092,26.158212975971768,0.4856923118855274,0.509747296060014,combo_105
2,False,0.01,0.2,3,3,7,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5287258625030518,26.16558075004121,0.4856923118855274,0.509747296060014,combo_106
2,False,0.01,0.2,3,5,5,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5289511680603027,26.161725001816656,0.48378560749333277,0.4990793874452796,combo_107
2,False,0.01,0.2,3,5,7,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5288703441619873,26.163108044276324,0.48378560749333277,0.4990793874452796,combo_108
2,False,0.01,0.2,5,3,5,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.5290226936340332,26.16050119238706,0.48719135073069086,0.5108866407605654,combo_109
2,False,0.01,0.2,5,3,7,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.530109167098999,26.141925595961073,0.48719135073069086,0.5108866407605654,combo_110
2,False,0.01,0.2,5,5,5,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5291001796722412,26.159175528037608,0.4852846463384962,0.49994403130857323,combo_111
2,False,0.01,0.2,5,5,7,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5287573337554932,26.165042101049067,0.4852846463384962,0.49994403130857323,combo_112
2,False,0.01,0.25,3,3,5,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.528895378112793,26.162679652661645,0.4856923118855274,0.509747296060014,combo_113
2,False,0.01,0.25,3,3,7,0.4977198039727707,0.644267150518985,0.0,0.9331456720619282,0.37746571636426807,1.5289065837860107,26.162487900960265,0.4856923118855274,0.509747296060014,combo_114
2,False,0.01,0.25,3,5,5,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.5289547443389893,26.161663808625768,0.48378560749333277,0.4990793874452796,combo_115
2,False,0.01,0.25,3,5,7,0.4914324974693062,0.6200949057523273,0.0,0.9251497005988024,0.37411049408347985,1.528904914855957,26.16251645954616,0.48378560749333277,0.4990793874452796,combo_116
2,False,0.01,0.25,5,3,5,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.518965482711792,26.33371228988591,0.48719135073069086,0.5108866407605654,combo_117
2,False,0.01,0.25,5,3,7,0.49903899574562816,0.644267150518985,0.0,0.9331456720619282,0.37725370415276127,1.5188930034637451,26.334968894308144,0.48719135073069086,0.5108866407605654,combo_118
2,False,0.01,0.25,5,5,5,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.530825138092041,26.12969894775467,0.4852846463384962,0.49994403130857323,combo_119
2,False,0.01,0.25,5,5,7,0.4926143388235348,0.6200949057523273,0.0,0.9251497005988024,0.37397225412220747,1.5218400955200195,26.283970384110443,0.4852846463384962,0.49994403130857323,combo_120
2,False,0.02,0.15,3,3,5,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.529005527496338,26.16079489620799,0.4985066655712179,0.5025004250538069,combo_121
2,False,0.02,0.15,3,3,7,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.5288856029510498,26.162846927717897,0.4985066655712179,0.5025004250538069,combo_122
2,False,0.02,0.15,3,5,5,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.518963098526001,26.333753623650193,0.49441660709390617,0.5031869008717564,combo_123
2,False,0.02,0.15,3,5,7,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.5288729667663574,26.163063164496915,0.49441660709390617,0.5031869008717564,combo_124
2,False,0.02,0.15,5,3,5,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5289504528045654,26.161737240489185,0.49218655674234324,0.48704958921236996,combo_125
2,False,0.02,0.15,5,3,7,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5288958549499512,26.162671492957518,0.49218655674234324,0.48704958921236996,combo_126
2,False,0.02,0.15,5,5,5,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.5389490127563477,25.991764293969467,0.4861874556751783,0.48065963017912533,combo_127
2,False,0.02,0.15,5,5,7,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.5289363861083984,26.16197793670932,0.4861874556751783,0.48065963017912533,combo_128
2,False,0.02,0.2,3,3,5,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.530242919921875,26.13964062780448,0.4985066655712179,0.5025004250538069,combo_129
2,False,0.02,0.2,3,3,7,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.528839349746704,26.163638453332027,0.4985066655712179,0.5025004250538069,combo_130
2,False,0.02,0.2,3,5,5,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.5190083980560303,26.332968304316484,0.49441660709390617,0.5031869008717564,combo_131
2,False,0.02,0.2,3,5,7,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.5288326740264893,26.163752698097387,0.49441660709390617,0.5031869008717564,combo_132
2,False,0.02,0.2,5,3,5,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5289368629455566,26.161969777442895,0.49218655674234324,0.48704958921236996,combo_133
2,False,0.02,0.2,5,3,7,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5389842987060547,25.991168352809805,0.49218655674234324,0.48704958921236996,combo_134
2,False,0.02,0.2,5,5,5,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.5188806056976318,26.335183851812854,0.4861874556751783,0.48065963017912533,combo_135
2,False,0.02,0.2,5,5,7,0.48342354292715173,0.612279861792705,0.0,0.9251497005988024,0.36888430060121696,1.6256048679351807,24.606225528105984,0.4861874556751783,0.48065963017912533,combo_136
2,False,0.02,0.25,3,3,5,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.53226900100708,26.105076832925615,0.4985066655712179,0.5025004250538069,combo_137
2,False,0.02,0.25,3,3,7,0.5005035453125124,0.64361015831179,0.0,0.9571171171171171,0.37893694953400786,1.5388455390930176,25.993512008733287,0.4985066655712179,0.5025004250538069,combo_138
2,False,0.02,0.25,3,5,5,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.528923511505127,26.16219823882659,0.49441660709390617,0.5031869008717564,combo_139
2,False,0.02,0.25,3,5,7,0.4988017539828313,0.644270962204858,0.0,0.9571171171171171,0.37803243012345383,1.5308067798614502,26.13001230868621,0.49441660709390617,0.5031869008717564,combo_140
2,False,0.02,0.25,5,3,5,0.48961807297735654,0.6342876563289646,0.0,0.9544797687861272,0.3732405798532038,1.5228331089019775,26.266831057305794,0.49218655674234324,0.48704958921236996,combo_141
