refinement_iterations,use_feedback,small_object_threshold,large_object_threshold,small_kernel_size,medium_kernel_size,large_kernel_size,mean_dice,median_dice,min_dice,max_dice,std_dice,processing_time,samples_per_second,class_2_dice,class_3_dice,config
3,True,0.01,0.2,3,3,5,0.4038977477095174,0.1657754010695187,0.0,0.9455413321761771,0.41592996353085376,5.908301591873169,6.770135101941943,0.4866448875249695,0.32115060789406547,baseline
2,True,0.005,0.15,3,3,5,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5700807571411133,25.476396559903154,0.48327520226022297,0.3231074555833014,combo_1
2,True,0.005,0.15,3,3,7,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5698318481445312,25.480436039871503,0.48327520226022297,0.3231074555833014,combo_2
2,True,0.005,0.15,3,5,5,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5658140182495117,25.545818043395506,0.4763258135287677,0.30999288593882734,combo_3
2,True,0.005,0.15,3,5,7,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5688042640686035,25.497126006186587,0.4763258135287677,0.30999288593882734,combo_4
2,True,0.005,0.15,5,3,5,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5688045024871826,25.497122131268746,0.48327520226022297,0.3231074555833014,combo_5
2,True,0.005,0.15,5,3,7,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5678074359893799,25.51333734092007,0.48327520226022297,0.3231074555833014,combo_6
2,True,0.005,0.15,5,5,5,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5727941989898682,25.43244375245669,0.4763258135287677,0.30999288593882734,combo_7
2,True,0.005,0.15,5,5,7,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5658118724822998,25.545853051035778,0.4763258135287677,0.30999288593882734,combo_8
2,True,0.005,0.2,3,3,5,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5648155212402344,25.562118637663424,0.48327520226022297,0.3231074555833014,combo_9
2,True,0.005,0.2,3,3,7,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.6057047843933105,24.911179432720786,0.48327520226022297,0.3231074555833014,combo_10
2,True,0.005,0.2,3,5,5,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5658118724822998,25.545853051035778,0.4763258135287677,0.30999288593882734,combo_11
2,True,0.005,0.2,3,5,7,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5738141536712646,25.415961539481188,0.4763258135287677,0.30999288593882734,combo_12
2,True,0.005,0.2,5,3,5,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.576808214187622,25.36770143641607,0.48327520226022297,0.3231074555833014,combo_13
2,True,0.005,0.2,5,3,7,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.573791265487671,25.416331172485695,0.48327520226022297,0.3231074555833014,combo_14
2,True,0.005,0.2,5,5,5,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5817699432373047,25.28812749984023,0.4763258135287677,0.30999288593882734,combo_15
2,True,0.005,0.2,5,5,7,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5777802467346191,25.352073004326282,0.4763258135287677,0.30999288593882734,combo_16
2,True,0.005,0.25,3,3,5,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5747871398925781,25.400258223297747,0.48327520226022297,0.3231074555833014,combo_17
2,True,0.005,0.25,3,3,7,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.578777551651001,25.336058242131795,0.48327520226022297,0.3231074555833014,combo_18
2,True,0.005,0.25,3,5,5,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.574789047241211,25.400227459083407,0.4763258135287677,0.30999288593882734,combo_19
2,True,0.005,0.25,3,5,7,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5757856369018555,25.384163342574823,0.4763258135287677,0.30999288593882734,combo_20
2,True,0.005,0.25,5,3,5,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5757851600646973,25.384171023896247,0.48327520226022297,0.3231074555833014,combo_21
2,True,0.005,0.25,5,3,7,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5738167762756348,25.415919186385956,0.48327520226022297,0.3231074555833014,combo_22
2,True,0.005,0.25,5,5,5,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5777807235717773,25.352065342418474,0.4763258135287677,0.30999288593882734,combo_23
2,True,0.005,0.25,5,5,7,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5817701816558838,25.288123688186996,0.4763258135287677,0.30999288593882734,combo_24
2,True,0.01,0.15,3,3,5,0.4038977477095174,0.1657754010695187,0.0,0.9455413321761771,0.41592996353085376,1.5817687511444092,25.28814655812363,0.4866448875249695,0.32115060789406547,combo_25
2,True,0.01,0.15,3,3,7,0.4038977477095174,0.1657754010695187,0.0,0.9455413321761771,0.41592996353085376,1.5757856369018555,25.384163342574823,0.4866448875249695,0.32115060789406547,combo_26
2,True,0.01,0.15,3,5,5,0.39583318541729107,0.15401069518716579,0.0,0.941692789968652,0.40867363388188893,1.573791742324829,25.41632347168844,0.4786091376531945,0.3130572331813877,combo_27
2,True,0.01,0.15,3,5,7,0.39583318541729107,0.15401069518716579,0.0,0.941692789968652,0.40867363388188893,1.5787773132324219,25.336062068248978,0.4786091376531945,0.3130572331813877,combo_28
2,True,0.01,0.15,5,3,5,0.40237022592946037,0.14157706093189965,0.0,0.9455413321761771,0.4167456013248954,1.5797998905181885,25.319662471225797,0.4891085731551197,0.3156318787038012,combo_29
2,True,0.01,0.15,5,3,7,0.40237022592946037,0.14157706093189965,0.0,0.9455413321761771,0.4167456013248954,1.5817935466766357,25.28775015174414,0.4891085731551197,0.3156318787038012,combo_30
2,True,0.01,0.15,5,5,5,0.3941280202003664,0.13709677419354838,0.0,0.941692789968652,0.40865453385599426,1.5827670097351074,25.272197205256646,0.47987570698662685,0.3083803334141061,combo_31
2,True,0.01,0.15,5,5,7,0.3941280202003664,0.13709677419354838,0.0,0.941692789968652,0.40865453385599426,1.579775094985962,25.320059878748403,0.47987570698662685,0.3083803334141061,combo_32
2,True,0.01,0.2,3,3,5,0.4038977477095174,0.1657754010695187,0.0,0.9455413321761771,0.41592996353085376,1.5907456874847412,25.145439849186257,0.4866448875249695,0.32115060789406547,combo_33
2,True,0.01,0.2,3,3,7,0.4038977477095174,0.1657754010695187,0.0,0.9455413321761771,0.41592996353085376,1.5857586860656738,25.224518933105443,0.4866448875249695,0.32115060789406547,combo_34
2,True,0.01,0.2,3,5,5,0.39583318541729107,0.15401069518716579,0.0,0.941692789968652,0.40867363388188893,1.5827672481536865,25.272193398404212,0.4786091376531945,0.3130572331813877,combo_35
2,True,0.01,0.2,3,5,7,0.39583318541729107,0.15401069518716579,0.0,0.941692789968652,0.40867363388188893,1.5837633609771729,25.25629837485332,0.4786091376531945,0.3130572331813877,combo_36
2,True,0.01,0.2,5,3,5,0.40237022592946037,0.14157706093189965,0.0,0.9455413321761771,0.4167456013248954,1.5847609043121338,25.24040054948353,0.4891085731551197,0.3156318787038012,combo_37
2,True,0.01,0.2,5,3,7,0.40237022592946037,0.14157706093189965,0.0,0.9455413321761771,0.4167456013248954,1.5787785053253174,25.33604293767462,0.4891085731551197,0.3156318787038012,combo_38
2,True,0.01,0.2,5,5,5,0.3941280202003664,0.13709677419354838,0.0,0.941692789968652,0.40865453385599426,1.590745449066162,25.145443617947652,0.47987570698662685,0.3083803334141061,combo_39
2,True,0.01,0.2,5,5,7,0.3941280202003664,0.13709677419354838,0.0,0.941692789968652,0.40865453385599426,1.5857584476470947,25.224522725608626,0.47987570698662685,0.3083803334141061,combo_40
2,True,0.01,0.25,3,3,5,0.4038977477095174,0.1657754010695187,0.0,0.9455413321761771,0.41592996353085376,1.584761142730713,25.240396752204386,0.4866448875249695,0.32115060789406547,combo_41
2,True,0.01,0.25,3,3,7,0.4038977477095174,0.1657754010695187,0.0,0.9455413321761771,0.41592996353085376,1.5827670097351074,25.272197205256646,0.4866448875249695,0.32115060789406547,combo_42
2,True,0.01,0.25,3,5,5,0.39583318541729107,0.15401069518716579,0.0,0.941692789968652,0.40867363388188893,1.5837655067443848,25.256264156317357,0.4786091376531945,0.3130572331813877,combo_43
2,True,0.01,0.25,3,5,7,0.39583318541729107,0.15401069518716579,0.0,0.941692789968652,0.40867363388188893,1.5877537727355957,25.19282314856832,0.4786091376531945,0.3130572331813877,combo_44
2,True,0.01,0.25,5,3,5,0.40237022592946037,0.14157706093189965,0.0,0.9455413321761771,0.4167456013248954,1.5837643146514893,25.256283166603666,0.4891085731551197,0.3156318787038012,combo_45
2,True,0.01,0.25,5,3,7,0.40237022592946037,0.14157706093189965,0.0,0.9455413321761771,0.4167456013248954,1.5907459259033203,25.14543608042599,0.4891085731551197,0.3156318787038012,combo_46
2,True,0.01,0.25,5,5,5,0.3941280202003664,0.13709677419354838,0.0,0.941692789968652,0.40865453385599426,1.5827667713165283,25.272201012110227,0.47987570698662685,0.3083803334141061,combo_47
2,True,0.01,0.25,5,5,7,0.3941280202003664,0.13709677419354838,0.0,0.941692789968652,0.40865453385599426,1.5807723999023438,25.304085523299307,0.47987570698662685,0.3083803334141061,combo_48
2,True,0.02,0.15,3,3,5,0.4058824093016504,0.13378492802709568,0.0,0.9455413321761771,0.4214435101216481,1.5817680358886719,25.288157993107458,0.4970694033792561,0.31469541522404476,combo_49
2,True,0.02,0.15,3,3,7,0.4058824093016504,0.13378492802709568,0.0,0.9455413321761771,0.4214435101216481,1.5797760486602783,25.32004459361301,0.4970694033792561,0.31469541522404476,combo_50
2,True,0.02,0.15,3,5,5,0.40245420761685285,0.13378492802709568,0.0,0.941692789968652,0.41774070889422277,1.5877537727355957,25.19282314856832,0.4923172772601153,0.31259113797359045,combo_51
2,True,0.02,0.15,3,5,7,0.40245420761685285,0.13378492802709568,0.0,0.941692789968652,0.41774070889422277,1.5827677249908447,25.27218578470279,0.4923172772601153,0.31259113797359045,combo_52
2,True,0.02,0.15,5,3,5,0.3990080410476825,0.10575635876840696,0.0,0.9455413321761771,0.418014013333499,1.5837652683258057,25.25626795837233,0.4945818619870539,0.3034342201083112,combo_53
2,True,0.02,0.15,5,3,7,0.3990080410476825,0.10575635876840696,0.0,0.9455413321761771,0.418014013333499,1.5837650299072266,25.256271760428447,0.4945818619870539,0.3034342201083112,combo_54
2,True,0.02,0.15,5,5,5,0.3914759474048146,0.10575635876840696,0.0,0.941692789968652,0.4108461957948909,1.584761381149292,25.240392954926385,0.48965943614039276,0.2932924586692364,combo_55
2,True,0.02,0.15,5,5,7,0.3914759474048146,0.10575635876840696,0.0,0.941692789968652,0.4108461957948909,1.583763837814331,25.256290770726203,0.48965943614039276,0.2932924586692364,combo_56
2,True,0.02,0.2,3,3,5,0.4058824093016504,0.13378492802709568,0.0,0.9455413321761771,0.4214435101216481,1.5847620964050293,25.240381563099238,0.4970694033792561,0.31469541522404476,combo_57
2,True,0.02,0.2,3,3,7,0.4058824093016504,0.13378492802709568,0.0,0.9455413321761771,0.4214435101216481,1.581770658493042,25.288116064883976,0.4970694033792561,0.31469541522404476,combo_58
2,True,0.02,0.2,3,5,5,0.40245420761685285,0.13378492802709568,0.0,0.941692789968652,0.41774070889422277,1.5817363262176514,25.288664954449487,0.4923172772601153,0.31259113797359045,combo_59
2,True,0.02,0.2,3,5,7,0.40245420761685285,0.13378492802709568,0.0,0.941692789968652,0.41774070889422277,1.5837655067443848,25.256264156317357,0.4923172772601153,0.31259113797359045,combo_60
2,True,0.02,0.2,5,3,5,0.3990080410476825,0.10575635876840696,0.0,0.9455413321761771,0.418014013333499,1.582765817642212,25.27221623953601,0.4945818619870539,0.3034342201083112,combo_61
2,True,0.02,0.2,5,3,7,0.3990080410476825,0.10575635876840696,0.0,0.9455413321761771,0.418014013333499,1.585758924484253,25.224515140603398,0.4945818619870539,0.3034342201083112,combo_62
2,True,0.02,0.2,5,5,5,0.3914759474048146,0.10575635876840696,0.0,0.941692789968652,0.4108461957948909,1.6785109043121338,23.83064649579521,0.48965943614039276,0.2932924586692364,combo_63
2,True,0.02,0.2,5,5,7,0.3914759474048146,0.10575635876840696,0.0,0.941692789968652,0.4108461957948909,1.5907464027404785,25.145428542908846,0.48965943614039276,0.2932924586692364,combo_64
2,True,0.02,0.25,3,3,5,0.4058824093016504,0.13378492802709568,0.0,0.9455413321761771,0.4214435101216481,1.5887513160705566,25.177005107968448,0.4970694033792561,0.31469541522404476,combo_65
2,True,0.02,0.25,3,3,7,0.4058824093016504,0.13378492802709568,0.0,0.9455413321761771,0.4214435101216481,1.6117148399353027,24.818286094335196,0.4970694033792561,0.31469541522404476,combo_66
2,True,0.02,0.25,3,5,5,0.40245420761685285,0.13378492802709568,0.0,0.941692789968652,0.41774070889422277,1.5877535343170166,25.192826931546577,0.4923172772601153,0.31259113797359045,combo_67
2,True,0.02,0.25,3,5,7,0.40245420761685285,0.13378492802709568,0.0,0.941692789968652,0.41774070889422277,1.6346285343170166,24.470391382659223,0.4923172772601153,0.31259113797359045,combo_68
2,True,0.02,0.25,5,3,5,0.3990080410476825,0.10575635876840696,0.0,0.9455413321761771,0.418014013333499,1.5887515544891357,25.17700132974034,0.4945818619870539,0.3034342201083112,combo_69
2,True,0.02,0.25,5,3,7,0.3990080410476825,0.10575635876840696,0.0,0.9455413321761771,0.418014013333499,1.5887506008148193,25.177016442659585,0.4945818619870539,0.3034342201083112,combo_70
2,True,0.02,0.25,5,5,5,0.3914759474048146,0.10575635876840696,0.0,0.941692789968652,0.4108461957948909,1.5947356224060059,25.082527434642298,0.48965943614039276,0.2932924586692364,combo_71
2,True,0.02,0.25,5,5,7,0.3914759474048146,0.10575635876840696,0.0,0.941692789968652,0.4108461957948909,1.5937373638153076,25.098238209238254,0.48965943614039276,0.2932924586692364,combo_72
2,False,0.005,0.15,3,3,5,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.5618398189544678,25.610820978285044,0.48327520226022297,0.3231074555833014,combo_73
2,False,0.005,0.15,3,3,7,0.4031913289217622,0.20224719101123595,0.0,0.9455413321761771,0.4135848104269762,1.563817024230957,25.57844004778687,0.48327520226022297,0.3231074555833014,combo_74
2,False,0.005,0.15,3,5,5,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5638346672058105,25.578151475226086,0.4763258135287677,0.30999288593882734,combo_75
2,False,0.005,0.15,3,5,7,0.39315934973379746,0.1723122238586156,0.0,0.941692789968652,0.40600643260882013,1.5618226528167725,25.61110246919479,0.4763258135287677,0.30999288593882734,combo_76
