refinement_iterations,use_feedback,small_object_threshold,large_object_threshold,small_kernel_size,medium_kernel_size,large_kernel_size,mean_dice,median_dice,min_dice,max_dice,std_dice,processing_time,samples_per_second,class_2_dice,class_3_dice,config
3,True,0.01,0.2,3,3,5,0.6162111897453143,0.8267900093949423,0.0,0.9461393596986817,0.38517556049923435,6.1689372062683105,6.484099069667244,0.6270833812930181,0.6053389981976107,baseline
2,True,0.005,0.15,3,3,5,0.6209348869107117,0.852506430652574,0.0,0.9461393596986817,0.3889627275740974,1.5967540740966797,25.050820692365487,0.6365307756238129,0.6053389981976107,combo_1
2,True,0.005,0.15,3,3,7,0.6209348869107117,0.852506430652574,0.0,0.9461393596986817,0.3889627275740974,1.5857579708099365,25.22453031061842,0.6365307756238129,0.6053389981976107,combo_2
2,True,0.005,0.15,3,5,5,0.5814361037838942,0.8029322597655387,0.0,0.8977807666442502,0.3674301626985567,1.599722146987915,25.00434220737345,0.5854528319372024,0.5774193756305859,combo_3
2,True,0.005,0.15,3,5,7,0.5814361037838942,0.8029322597655387,0.0,0.8977807666442502,0.3674301626985567,1.5199365615844727,26.316887830043125,0.5854528319372024,0.5774193756305859,combo_4
2,True,0.005,0.15,5,3,5,0.620151718445705,0.852506430652574,0.0,0.9461393596986817,0.38874828449137305,1.520963430404663,26.299120150020777,0.6349644386937995,0.6053389981976107,combo_5
2,True,0.005,0.15,5,3,7,0.620151718445705,0.852506430652574,0.0,0.9461393596986817,0.38874828449137305,1.5179400444030762,26.35150192360189,0.6349644386937995,0.6053389981976107,combo_6
2,True,0.005,0.15,5,5,5,0.580776876392074,0.8029322597655387,0.0,0.8977807666442502,0.3674182610348837,1.5199344158172607,26.316924982906063,0.5841343771535618,0.5774193756305859,combo_7
2,True,0.005,0.15,5,5,7,0.580776876392074,0.8029322597655387,0.0,0.8977807666442502,0.3674182610348837,1.5289099216461182,26.16243078397552,0.5841343771535618,0.5774193756305859,combo_8
2,True,0.005,0.2,3,3,5,0.6209348869107117,0.852506430652574,0.0,0.9461393596986817,0.3889627275740974,1.5219285488128662,26.28244278037939,0.6365307756238129,0.6053389981976107,combo_9
2,True,0.005,0.2,3,3,7,0.6209348869107117,0.852506430652574,0.0,0.9461393596986817,0.3889627275740974,1.52195405960083,26.282002237630607,0.6365307756238129,0.6053389981976107,combo_10
2,True,0.005,0.2,3,5,5,0.5814361037838942,0.8029322597655387,0.0,0.8977807666442502,0.3674301626985567,1.526916265487671,26.19659041173727,0.5854528319372024,0.5774193756305859,combo_11
2,True,0.005,0.2,3,5,7,0.5814361037838942,0.8029322597655387,0.0,0.8977807666442502,0.3674301626985567,1.5239243507385254,26.24802207577769,0.5854528319372024,0.5774193756305859,combo_12
2,True,0.005,0.2,5,3,5,0.620151718445705,0.852506430652574,0.0,0.9461393596986817,0.38874828449137305,1.5229270458221436,26.265210871218212,0.6349644386937995,0.6053389981976107,combo_13
2,True,0.005,0.2,5,3,7,0.620151718445705,0.852506430652574,0.0,0.9461393596986817,0.38874828449137305,1.5807738304138184,25.304062624524036,0.6349644386937995,0.6053389981976107,combo_14
2,True,0.005,0.2,5,5,5,0.580776876392074,0.8029322597655387,0.0,0.8977807666442502,0.3674182610348837,1.5239253044128418,26.248005649733425,0.5841343771535618,0.5774193756305859,combo_15
2,True,0.005,0.2,5,5,7,0.580776876392074,0.8029322597655387,0.0,0.8977807666442502,0.3674182610348837,1.5219299793243408,26.282418076656825,0.5841343771535618,0.5774193756305859,combo_16
2,True,0.005,0.25,3,3,5,0.6209348869107117,0.852506430652574,0.0,0.9461393596986817,0.3889627275740974,1.524921178817749,26.230863965710977,0.6365307756238129,0.6053389981976107,combo_17
